assigned_name	eve-type	eve-taxonomy	eve-numeric-id	eve-distribution	virus_genome_type	virus_family	virus_genus	organism	tax_class	superorder	tax_order	family	genus	target_version	scaffold	extract_start	extract_end	orientation	bitscore	identity	sequence_length
ciHV-Alloherpes.4-Cirrhinus_molitorella	ciHV	Alloherpes	4	Cirrhinus_molitorella	DNAds	Alloherpesviridae	Alloherpesviridae	Cirrhinus_molitorella	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Cirrhinus	ASM402844v1	SCHJ01429962.1	65	301	+	165	100	237
ciHV-Alloherpes.4-Cirrhinus_molitorella	ciHV	Alloherpes	4	Cirrhinus_molitorella	DNAds	Alloherpesviridae	Alloherpesviridae	Cirrhinus_molitorella	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Cirrhinus	ASM402844v1	SCHJ01432739.1	122	334	-	146	100	213
ciHV-Alloherpes.5-Bufo_gargarizans	ciHV	Alloherpes	5	Bufo_gargarizans	DNAds	Alloherpesviridae	Alloherpesviridae	Bufo_gargarizans	Amphibia	Batrachia	Anura	Bufonidae	Bufo	Buf_gar	CM026470.1	41511024	41512073	+	737	100	1050
ciHV-Alloherpes.6-Stylephorus_chordatus	ciHV	Alloherpes	6	Stylephorus_chordatus	DNAds	Alloherpesviridae	Alloherpesviridae	Stylephorus_chordatus	Actinopteri	Unclassified	Stylephoriformes	Stylephoridae	Stylephorus	ASM90031261v1	OMPB01026229.1	143	1024	+	586	100	882
ciHV-Alloherpes.7-Cirrhinus_molitorella	ciHV	Alloherpes	7	Cirrhinus_molitorella	DNAds	Alloherpesviridae	Alloherpesviridae	Cirrhinus_molitorella	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Cirrhinus	ASM402844v1	SCHJ01448126.1	1	486	-	338	100	486
ciHV-Alloherpes.8-Rondeletia_loricata	ciHV	Alloherpes	8	Rondeletia_loricata	DNAds	Alloherpesviridae	Alloherpesviridae	Rondeletia_loricata	Actinopteri	Unclassified	Beryciformes	Rondeletiidae	Rondeletia	ASM90030260v1	OMLI01028257.1	2	832	-	573	100	831
ciHV-Alphaherpesvirinae.1-Tretioscincus_oriximinensis	ciHV	Alphaherpesvirinae	1	Tretioscincus_oriximinensis	DNAds	Herpesviridae	Alphaherpesvirus	Tretioscincus_oriximinensis	Reptile	Lepidosauria	Squamata	Gymnophthalmidae	Tretioscincus	Tre_ori	JAJVDF010002267.1	17019	17939	-	644	100	921
ciHV-Betaherpesvirinae.1-CarSyr	ciHV	Betaherpesvirinae	1	CarSyr	DNAds	Herpesviridae	Betaherpesvirus	Tarsius_syrichta	Mammalia	Euarchontoglires	Primates	Tarsiidae	Carlito	goldenpath_tarSyr1	scaffold_178296	1024	1968	-	335	76.265	945
ciHV-Betaherpesvirus.2-Mustela_erminea	ciHV	Betaherpesvirus	2	Mustela_erminea	DNAds	Herpesviridae	Betaherpesvirus	Mustela_erminea	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	mMusErm1	WNLZ01003145.1	69220	70098	-	570	100	879
ciHV-Betaherpesvirus.2-Mustela_erminea	ciHV	Betaherpesvirus	2	Mustela_erminea	DNAds	Herpesviridae	Betaherpesvirus	Mustela_erminea	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	mMusErm1	WNLZ01003145.1	25093	25953	-	566	100	861
ciHV-Gammaherpesvirinae.1-Sciurus_vulgaris	ciHV	Gammaherpesvirinae	1	Sciurus_vulgaris	DNAds	Herpesviridae	Gammaherpesvirus	Sciurus_vulgaris	Mammalia	Euarchontoglires	Rodentia	Sciuridae	Sciurus	mSciVul1.1	CACRXJ010000581.1	37071	39182	+	1376	100	2112
ciHV-Gammaherpesvirinae.1-Sciurus_vulgaris	ciHV	Gammaherpesvirinae	1	Sciurus_vulgaris	DNAds	Herpesviridae	Gammaherpesvirus	Sciurus_vulgaris	Mammalia	Euarchontoglires	Rodentia	Sciuridae	Sciurus	mSciVul1.1	CACRXJ010000581.1	749	2667	+	768	99.448	1919
ciHV-Gammaherpesvirinae.1-Sciurus_vulgaris	ciHV	Gammaherpesvirinae	1	Sciurus_vulgaris	DNAds	Herpesviridae	Gammaherpesvirus	Sciurus_vulgaris	Mammalia	Euarchontoglires	Rodentia	Sciuridae	Sciurus	mSciVul1.1	CACRXJ010000581.1	73060	73923	-	565	100	864
ciHV-Gammaherpesvirinae.1-Inia_geoffrensis	ciHV	Gammaherpesvirinae	1	Inia_geoffrensis	DNAds	Herpesviridae	Gammaherpesvirus	Inia_geoffrensis	Mammalia	Laurasiatheria	Artiodactyla	Iniidae	Inia	IniGeo_v1_BIUU	RJWO010134153.1	33	254	-	151	100	222
ciHV-Gammaherpesvirinae.1-Inia_geoffrensis	ciHV	Gammaherpesvirinae	1	Inia_geoffrensis	DNAds	Herpesviridae	Gammaherpesvirus	Inia_geoffrensis	Mammalia	Laurasiatheria	Artiodactyla	Iniidae	Inia	IniGeo_v1_BIUU	RJWO010379383.1	1	369	-	257	100	369
ciHV-Gammaherpesvirinae.2-Daubentonia_madagascariensis	ciHV	Gammaherpesvirinae	2	Daubentonia_madagascariensis	DNAds	Herpesviridae	Gammaherpesvirus	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	broad_1.0_oct_2012	gi|368812353|gb|AGTM011948974.1|	1033	1899	+	601	100	867
ciHV-Gammaherpesvirinae.2-Daubentonia_madagascariensis	ciHV	Gammaherpesvirinae	2	Daubentonia_madagascariensis	DNAds	Herpesviridae	Gammaherpesvirus	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	broad_1.0_oct_2012	gi|369044268|gb|AGTM011717059.1|	3	947	-	631	100	945
ciHV-Gammaherpesvirinae.2-Daubentonia_madagascariensis	ciHV	Gammaherpesvirinae	2	Daubentonia_madagascariensis	DNAds	Herpesviridae	Gammaherpesvirus	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	broad_1.0_oct_2012	gi|370273132|gb|AGTM010496494.1|	12	500	-	340	100	489
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Galeopterus_variegatus	Mammalia	Euarchontoglires	Dermoptera	Cynocephalidae	Galeopterus	G-variegatus_3.0.2_apr_2015	KL143542.1	25447	25755	+	176	100	309
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Cercocebus_atys	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Cercocebus	ncbi_100_2015	gi|778157533|ref|NW_012001738.1|	22026649	22028874	-	390	99.552	2226
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Cercopithecus_albogularis	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Cercopithecus	Cer_alb	JAKFHW010000586.1	4909832	4912034	-	377	94.521	2203
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Cercopithecus_mona	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Cercopithecus	Cer_mon	JABBCR010001783.1	8454600	8456795	-	404	90.947	2196
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Cercopithecus_neglectus	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Cercopithecus	Cer_neg	PVKI010068179.1	2183	4292	+	386	96.875	2110
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Chlorocebus_aethiops	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Chlorocebus	Chl_aet	JAKFHV010000399.1	1099189	1101394	-	393	97.309	2206
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Colobus_angolensis_palliatus	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Colobus	ncbi_100_2015	gi|786070579|ref|NW_012117376.1|	16081484	16083742	-	559	74.624	2259
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Colobus_guereza	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Colobus	Col_gue	CM038418.1	24769923	24774250	+	576	74.737	4328
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Erythrocebus_patas	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Erythrocebus	EryPat_v1	PVJV010010241.1	45545	47747	-	398	90.871	2203
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Macaca_fascicularis	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Macaca	5	gi|540352258|ref|NC_022272.1|	203085453	203087673	-	805	91.498	2221
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Macaca_fuscata	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Macaca	GCA_003118495	BFBW01000948.1	9962	12160	-	389	99.107	2199
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Macaca_mulatta	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Macaca	goldenpath_rheMac3	chr1	28114163	28116381	+	479	95.539	2219
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Macaca_nemestrina	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Macaca	Mnem_1.0	gi|778157046|ref|NW_012011688.1|	3680031	3682251	+	411	92.946	2221
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Mandrillus_leucophaeus	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Mandrillus	Mleu.le_1.0	gi|786081363|ref|NW_012101865.1|	2227648	2229380	+	377	94.521	1733
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Mandrillus_sphinx	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Mandrillus	BGI_mandrill_1.0	SRPC01010220.1	861836	863542	+	457	92.674	1707
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Nasalis_larvatus	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Nasalis	goldepath_nasLar1_2015-12	chr1	25796305	25798863	+	338	89.806	2559
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Papio_anubis	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Papio	goldenpath_papAnu2	chr1	27477633	27479852	+	410	95	2220
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Pygathrix_nemaeus	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Pygathrix	PygNem_v1_BIUU	PVHW010006854.1	60482	62718	+	383	95.536	2237
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Rhinopithecus_bieti	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Rhinopithecus	ASM169854v1	NW_016808328.1	20676	22892	-	443	100	2217
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Rhinopithecus_roxellana	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Rhinopithecus	ncbi_100_2014-11-18	gi|723380467|ref|NW_010829897.1|	1030151	1032384	-	443	100	2234
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Semnopithecus_entellus	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Semnopithecus	SemEnt_v1	PVII010074323.1	8874	9185	-	148	88.462	312
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Semnopithecus_entellus	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Semnopithecus	SemEnt_v1	PVII010127328.1	199	2421	-	385	95.536	2223
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Theropithecus_gelada	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Theropithecus	Tgel_1.0	NC_037668.1	52719009	52720894	+	1158	100	1886
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Trachypithecus_francoisi	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Trachypithecus	Tfra_2.0	VVIV01000998.1	99616982	99619212	-	384	95.067	2231
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	broad_1.0_oct_2012	gi|369084365|gb|AGTM011676962.1|	357	1506	+	246	70.787	1150
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Daubentonia_madagascariensis	Mammalia	Euarchontoglires	Primates	Daubentoniidae	Daubentonia	DauMad_v1_BIUU	PVJZ01006919.1	42034	43183	-	246	70.787	1150
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Gorilla_gorilla	Mammalia	Euarchontoglires	Primates	Hominidae	Gorilla	goldenpath_gorGor3	chr1	26142335	26144600	+	419	100	2266
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Homo_sapiens	Mammalia	Euarchontoglires	Primates	Hominidae	Homo	goldenpath_hg19_2009	chr1	25581251	25583517	+	426	100	2267
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Pan_troglodytes	Mammalia	Euarchontoglires	Primates	Hominidae	Pan	goldenpath_panTro4	chr1	25300134	25302398	+	395	100	2265
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Pongo_abelii	Mammalia	Euarchontoglires	Primates	Hominidae	Pongo	goldenpath_ponAbe2	chr1	205130115	205130447	-	207	100	333
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Pongo_abelii	Mammalia	Euarchontoglires	Primates	Hominidae	Pongo	goldenpath_ponAbe2	chr1_random	29656183	29656938	+	421	98.298	756
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Indri_indri	Mammalia	Euarchontoglires	Primates	Indriidae	Indri	IndInd_v1_BIUU	RJWJ010006932.1	21386	22601	+	178	94.118	1216
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Propithecus_coquereli	Mammalia	Euarchontoglires	Primates	Indriidae	Propithecus	Pcoq_1.0	gi|808382679|ref|NW_012147941.1|	3645343	3646334	-	629	100	992
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Pithecia_pithecia	Mammalia	Euarchontoglires	Primates	Pitheciidae	Pithecia	PitPit_v1	PVIP01013776.1	17989	18165	-	109	88.136	177
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Plecturocebus_donacophilus	Mammalia	Euarchontoglires	Primates	Pitheciidae	Plecturocebus	CalDon_v1_BIUU	PVKP010029915.1	26966	27145	+	112	88.333	180
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Tarsius_syrichta	Mammalia	Euarchontoglires	Primates	Tarsiidae	Carlito	goldenpath_tarSyr1	scaffold_227738	977	1153	+	94	100	177
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Eubalaena_japonica	Mammalia	Laurasiatheria	Artiodactyla	Balaenidae	Eubalaena	Eub_jap	RJWP010002204.1	43498	44509	-	432	94.068	1012
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Balaenoptera_acutorostrata	Mammalia	Laurasiatheria	Artiodactyla	Balaenopteridae	Balaenoptera	goldenpath_balAcu1	KI537648	1335857	1337104	-	838	100	1248
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Balaenoptera_bonaerensis	Mammalia	Laurasiatheria	Artiodactyla	Balaenopteridae	Balaenoptera	ASM97880v1	DF506956.1	16127	17374	+	836	99.515	1248
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Balaenoptera_musculus	Mammalia	Laurasiatheria	Artiodactyla	Balaenopteridae	Balaenoptera	Bal_mus	NC_045785.1	19738596	19739741	+	551	86.769	1146
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Balaenoptera_physalus	Mammalia	Laurasiatheria	Artiodactyla	Balaenopteridae	Balaenoptera	Bal_phy	JAHXJN010000018.1	19559311	19560444	+	545	86.154	1134
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Megaptera_novaeangliae	Mammalia	Laurasiatheria	Artiodactyla	Balaenopteridae	Megaptera	megNov1	RYZJ01000218.1	2168122	2169357	-	822	98.058	1236
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Bison_bison	Mammalia	Laurasiatheria	Artiodactyla	Bovidae	Bison	ncbi_UMD1_2015-05-14	gi|735088720|ref|NW_011495069.1|	7808525	7809648	+	678	94.652	1124
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Bos_frontalis	Mammalia	Laurasiatheria	Artiodactyla	Bovidae	Bos	Bos_fro	JAFDUV011189451.1	1390	1929	-	283	99.254	540
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Bos_gaurus	Mammalia	Laurasiatheria	Artiodactyla	Bovidae	Bos	Bos_gau	CM024435.1	10384074	10384775	-	475	98.291	702
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Bos_grunniens	Mammalia	Laurasiatheria	Artiodactyla	Bovidae	Bos	bbu_UMD_2015-05-14	gi|550710705|ref|NW_005393708.1|	347332	348512	+	718	94.911	1181
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Bos_indicus	Mammalia	Laurasiatheria	Artiodactyla	Bovidae	Bos	Bos_indicus_1.0	CM003022.1	131981970	131983093	-	685	95.187	1124
EBLG-Carbovirus.2-Boreoeutheria	EBLG	Carbovirus	2	Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	Bos_mutus	Mammalia	Laurasiatheria	Artiodactyla	Bovidae	Bos	v2.0	gi|550710705|ref|NW_005393708.1|	347332	348512	+	718	94.911	1181
